Record_ID,Date,Country,City,Temperature_C,Humidity,Precipitation_mm,Air_Quality_Index_AQI,Extreme_Weather_Events,Climate_Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
bra_1870,2025-02-11,Brazil,Brasilia ,2.599999905,17,22.60000038,432,None,Koeppen-A,Tropical,Forest,3.5,10.60000038,W,Winter,6863922,78762704,7
bra_1871,2025-02-12,Brazil,Brasilia ,29.20000076,85,0.300000012,109,None,Koeppen-C,Tropical,Tundra,33.5,35.59999847,W,Winter,7444482,43360280,1
bra_1872,2025-02-13,Brazil,Brasilia ,41.20000076,37,27.89999962,377,None,Koeppen-B,Tropical,Wetland,43.09999847,32.20000076,S,Winter,1090497,15043403,6
bra_1873,2025-02-14,Brazil,Brasilia ,9.199999809,62,20.60000038,494,None,Koeppen-D,Tropical,Forest,12.30000019,10.19999981,SW,Winter,2784711,46080344,5
bra_1874,2025-02-15,Brazil,Brasilia ,25,45,167,76,None,Koeppen-C,Tropical,Desert,27.20000076,34,SE,Winter,6508445,30482016,6
bra_1875,2025-02-16,Brazil,Brasilia ,30,66,5.5,194,None,Koeppen-B,Tropical,Desert,33.29999924,30.20000076,SE,Winter,6349530,53338096,9
bra_1876,2025-02-17,Brazil,Brasilia ,18.20000076,35,154.1999969,213,None,Koeppen-A,Tropical,Forest,19.89999962,29.5,NE,Winter,4786731,80089888,10
bra_1877,2025-02-18,Brazil,Brasilia ,6.5,29,199.6999969,439,None,Koeppen-C,Tropical,Forest,8,38.40000153,N,Winter,5870990,61828812,9
bra_1878,2025-02-19,Brazil,Brasilia ,40.5,35,69.19999695,339,None,Koeppen-D,Tropical,Grassland,42.20000076,4.199999809,E,Winter,3492417,44634424,9
bra_1879,2025-02-20,Brazil,Brasilia ,-6,70,158.1000061,96,None,Koeppen-C,Tropical,Forest,-2.5,5.699999809,E,Winter,5879329,45891064,3
bra_1880,2025-02-21,Brazil,Brasilia ,35.70000076,85,187.3000031,323,None,Koeppen-C,Tropical,Tundra,40,31.29999924,NE,Winter,968399,5114666.5,8
bra_1881,2025-02-22,Brazil,Brasilia ,30.5,53,168.8000031,414,None,Koeppen-A,Tropical,Forest,33.09999847,13.5,N,Winter,9928280,37949624,3
bra_1882,2025-02-23,Brazil,Brasilia ,1.100000024,17,130.3999939,377,None,Koeppen-B,Tropical,Forest,2,2.5,SW,Winter,4553087,79414784,2
bra_1883,2025-02-24,Brazil,Brasilia ,10.89999962,60,111.5,278,Flood,Koeppen-D,Tropical,Wetland,13.89999962,11.69999981,NE,Winter,1621017,16017241,7
bra_1884,2025-02-25,Brazil,Brasilia ,41.09999847,83,181.6999969,127,Drought,Koeppen-C,Tropical,Grassland,45.20000076,32.90000153,NE,Winter,6637940,96974544,3
bra_1885,2025-02-26,Brazil,Brasilia ,38.59999847,57,155,249,None,Koeppen-B,Tropical,Tundra,41.5,18,SW,Winter,309443,5632364.5,4
bra_1886,2025-02-27,Brazil,Brasilia ,15.60000038,44,116.3000031,450,None,Koeppen-B,Tropical,Tundra,17.79999924,30.5,W,Winter,8765203,8309905,9
bra_1887,2025-02-28,Brazil,Brasilia ,-7.599999905,43,20.60000038,108,None,Koeppen-A,Tropical,Tundra,-5.400000095,25.79999924,NW,Winter,9362964,88134784,4
bra_1888,2025-03-01,Brazil,Brasilia ,34,73,59.79999924,291,None,Koeppen-B,Tropical,Desert,37.59999847,7.800000191,NE,Spring,6175116,13141220,4
bra_1889,2025-03-02,Brazil,Brasilia ,12.30000019,21,167.3999939,424,None,Koeppen-B,Tropical,Wetland,13.39999962,21,NW,Spring,9396539,18455008,8
bra_1890,2025-03-03,Brazil,Brasilia ,26.89999962,82,102.8000031,461,Drought,Koeppen-D,Tropical,Wetland,31,10,SE,Spring,4164128,96514968,4
bra_1891,2025-03-04,Brazil,Brasilia ,44.79999924,24,3.299999952,48,None,Koeppen-B,Tropical,Tundra,46,13.30000019,NW,Spring,8239579,67200312,5
bra_1892,2025-03-05,Brazil,Brasilia ,16,54,29.89999962,416,None,Koeppen-B,Tropical,Wetland,18.70000076,8.800000191,N,Spring,8172905,33097788,8
bra_2133,2025-11-01,Brazil,Brasilia ,40.79999924,90,145.3999939,360,None,Koeppen-C,Tropical,Forest,45.29999924,11.39999962,N,Autumn,2531496,84439784,3
bra_2134,2025-11-02,Brazil,Brasilia ,0.699999988,77,36.79999924,223,None,Koeppen-A,Tropical,Forest,4.5,25.5,N,Autumn,5300970,78795792,9
bra_2135,2025-11-03,Brazil,Brasilia ,28.29999924,40,30.5,494,None,Koeppen-B,Tropical,Tundra,30.29999924,14.69999981,SE,Autumn,3534124,25276512,9
bra_2136,2025-11-04,Brazil,Brasilia ,-0.600000024,87,27.60000038,275,None,Koeppen-B,Tropical,Tundra,3.799999952,19.89999962,S,Autumn,3429156,34901372,1
bra_2137,2025-11-05,Brazil,Brasilia ,2.799999952,22,124.5999985,461,None,Koeppen-B,Tropical,Forest,3.900000095,31.39999962,NE,Autumn,3189360,31260758,10
bra_2138,2025-11-06,Brazil,Brasilia ,26.29999924,92,191.8999939,430,None,Koeppen-A,Tropical,Wetland,30.89999962,7,SE,Autumn,6584819,7764110.5,9
bra_2139,2025-11-07,Brazil,Brasilia ,35.90000153,66,18.60000038,373,None,Koeppen-C,Tropical,Grassland,39.20000076,15.69999981,S,Autumn,3650414,20721372,4
bra_2140,2025-11-08,Brazil,Brasilia ,18.60000038,12,174.1999969,39,None,Koeppen-D,Tropical,Forest,19.20000076,19.79999924,NW,Autumn,8743263,3574352,10
bra_2141,2025-11-09,Brazil,Brasilia ,-6.699999809,59,54.90000153,332,Heatwave,Koeppen-B,Tropical,Grassland,-3.799999952,22.89999962,N,Autumn,2771727,8029082,4
bra_2142,2025-11-10,Brazil,Brasilia ,34.5,17,163.1000061,28,Hurricane,Koeppen-A,Tropical,Grassland,35.40000153,26.60000038,NE,Autumn,2752370,45272320,9
bra_2143,2025-11-11,Brazil,Brasilia ,14.80000019,86,39.90000153,424,Drought,Koeppen-A,Tropical,Desert,19.10000038,24.70000076,NW,Autumn,5082308,29293896,9
bra_2144,2025-11-12,Brazil,Brasilia ,42.40000153,47,115,270,None,Koeppen-C,Tropical,Desert,44.79999924,30.70000076,N,Autumn,30545,34838256,10
bra_2145,2025-11-13,Brazil,Brasilia ,13.89999962,85,188.3000031,80,Hurricane,Koeppen-B,Tropical,Forest,18.10000038,39.59999847,SW,Autumn,7411005,5289393.5,4
bra_2146,2025-11-14,Brazil,Brasilia ,22.10000038,21,121.1999969,155,None,Koeppen-D,Tropical,Forest,23.20000076,23.39999962,E,Autumn,94507,25093606,8
bra_2147,2025-11-15,Brazil,Brasilia ,-4.699999809,50,176,185,None,Koeppen-C,Tropical,Grassland,-2.200000048,0.400000006,SE,Autumn,1899755,73339232,7
bra_2148,2025-11-16,Brazil,Brasilia ,28,61,157.3000031,107,None,Koeppen-D,Tropical,Forest,31.10000038,19.60000038,N,Autumn,3668137,38331740,3
bra_2149,2025-11-17,Brazil,Brasilia ,42,75,9.699999809,99,None,Koeppen-B,Tropical,Forest,45.79999924,38.70000076,SW,Autumn,8321614,30478978,9
bra_2150,2025-11-18,Brazil,Brasilia ,-9.100000381,94,177.3999939,123,None,Koeppen-C,Tropical,Tundra,-4.400000095,23.20000076,W,Autumn,7577210,46163152,7
bra_2151,2025-11-19,Brazil,Brasilia ,39.29999924,58,106.9000015,33,None,Koeppen-C,Tropical,Forest,42.20000076,28.70000076,SE,Autumn,3178282,51845160,6
bra_2152,2025-11-20,Brazil,Brasilia ,20.60000038,30,49.09999847,202,None,Koeppen-D,Tropical,Grassland,22.10000038,18.29999924,W,Autumn,6996379,62912236,1
bra_2153,2025-11-21,Brazil,Brasilia ,18,82,187.3999939,120,None,Koeppen-C,Tropical,Grassland,22.10000038,34.79999924,E,Autumn,2969155,96658776,3
bra_2154,2025-11-22,Brazil,Brasilia ,1,51,113.8000031,273,None,Koeppen-A,Tropical,Desert,3.599999905,1.899999976,SW,Autumn,1859744,95988744,8
bra_2155,2025-11-23,Brazil,Brasilia ,19,77,83.09999847,427,None,Koeppen-A,Tropical,Forest,22.89999962,11.89999962,NW,Autumn,2436325,22259300,3
bra_2156,2025-11-24,Brazil,Brasilia ,-1.299999952,22,122.1999969,57,None,Koeppen-C,Tropical,Tundra,-0.200000003,29.70000076,S,Autumn,2458114,90879552,3
bra_2157,2025-11-25,Brazil,Brasilia ,35.59999847,24,40.09999847,236,None,Koeppen-D,Tropical,Grassland,36.79999924,33.90000153,S,Autumn,2786729,5022303,4
bra_2158,2025-11-26,Brazil,Brasilia ,-3,55,199.1000061,59,None,Koeppen-C,Tropical,Desert,-0.200000003,13.30000019,E,Autumn,9059277,50142160,9
bra_2159,2025-11-27,Brazil,Brasilia ,36.59999847,58,62.29999924,460,Drought,Koeppen-B,Tropical,Forest,39.5,15.30000019,W,Autumn,9524264,7221012.5,10
bra_2160,2025-11-28,Brazil,Brasilia ,8.899999619,34,42,76,None,Koeppen-A,Tropical,Grassland,10.60000038,21.10000038,N,Autumn,9906328,24216414,9
bra_2161,2025-11-29,Brazil,Brasilia ,8.100000381,36,155.8000031,254,None,Koeppen-A,Tropical,Wetland,9.899999619,38,E,Autumn,9351787,68227096,2
bra_2162,2025-11-30,Brazil,Brasilia ,-9.300000191,74,3.799999952,366,None,Koeppen-B,Tropical,Tundra,-5.599999905,35.20000076,S,Autumn,5614352,62451448,9
bra_2163,2025-12-01,Brazil,Brasilia ,26.10000038,92,144.3999939,322,None,Koeppen-A,Tropical,Wetland,30.70000076,34.40000153,W,Winter,7082798,55211876,9
bra_2164,2025-12-02,Brazil,Brasilia ,35.09999847,27,145,17,Hurricane,Koeppen-C,Tropical,Grassland,36.5,26,N,Winter,3284330,37362044,5
bra_2165,2025-12-03,Brazil,Brasilia ,11.10000038,36,199.8999939,252,None,Koeppen-B,Tropical,Tundra,12.89999962,6.199999809,SE,Winter,6206875,24535162,10
bra_2166,2025-12-04,Brazil,Brasilia ,10.19999981,56,134.8000031,191,None,Koeppen-A,Tropical,Grassland,13,34.59999847,N,Winter,4164901,96281904,9
bra_2167,2025-12-05,Brazil,Brasilia ,18.39999962,52,2.700000048,358,None,Koeppen-D,Tropical,Tundra,21,7,NE,Winter,1632667,99147264,4
bra_2168,2025-12-06,Brazil,Brasilia ,7.699999809,54,151.8000031,487,None,Koeppen-C,Tropical,Desert,10.39999962,39.5,NW,Winter,4911475,77493624,4
bra_2169,2025-12-07,Brazil,Brasilia ,-0.5,13,120.8000031,33,None,Koeppen-B,Tropical,Forest,0.200000003,2.299999952,SW,Winter,7999354,26112340,10
bra_2170,2025-12-08,Brazil,Brasilia ,40.20000076,25,79.90000153,355,None,Koeppen-C,Tropical,Wetland,41.5,14.39999962,W,Winter,8956173,92301680,10
bra_2171,2025-12-09,Brazil,Brasilia ,2,28,176.8999939,161,None,Koeppen-B,Tropical,Tundra,3.400000095,35.29999924,SE,Winter,505931,89688672,2
bra_2172,2025-12-10,Brazil,Brasilia ,3.200000048,47,47.70000076,252,None,Koeppen-A,Tropical,Desert,5.599999905,2.200000048,NW,Winter,4093324,40229916,9
aus_295,2024-10-21,Australia,Sydney,13.30000019,92,16.5,127,None,Koeppen-B,Arid,Wetland,17.89999962,11.60000038,W,Autumn,2379558,93854904,4
aus_296,2024-10-22,Australia,Sydney,22.10000038,26,127.6999969,416,None,Koeppen-D,Arid,Tundra,23.39999962,6.099999905,NW,Autumn,9516587,37657756,3
aus_297,2024-10-23,Australia,Sydney,37.5,90,88.30000305,184,None,Koeppen-C,Arid,Wetland,42,22.5,E,Autumn,1535160,94530024,9
aus_298,2024-10-24,Australia,Sydney,20.70000076,80,22.5,234,None,Koeppen-A,Arid,Tundra,24.70000076,12.5,NE,Autumn,564983,44309956,3
aus_299,2024-10-25,Australia,Sydney,0.600000024,59,174.8999939,336,Drought,Koeppen-B,Arid,Grassland,3.599999905,12.30000019,W,Autumn,296876,63046276,7
aus_300,2024-10-26,Australia,Sydney,-2.200000048,91,86.19999695,164,Heatwave,Koeppen-C,Arid,Wetland,2.299999952,36.20000076,E,Autumn,8542714,28347414,2
aus_301,2024-10-27,Australia,Sydney,30.89999962,48,120.8000031,29,None,Koeppen-B,Arid,Forest,33.29999924,18.20000076,SE,Autumn,1440923,25603558,3
aus_302,2024-10-28,Australia,Sydney,40.40000153,98,185,483,None,Koeppen-D,Arid,Desert,45.29999924,32.59999847,NE,Autumn,860694,42599724,9
aus_303,2024-10-29,Australia,Sydney,-8.199999809,88,117.5999985,310,Heatwave,Koeppen-B,Arid,Tundra,-3.799999952,2.200000048,NW,Autumn,3494482,83276184,5
aus_304,2024-10-30,Australia,Sydney,24.89999962,62,68.69999695,106,None,Koeppen-C,Arid,Tundra,28,26.79999924,NW,Autumn,2221343,87157312,5
aus_305,2024-10-31,Australia,Sydney,-2.5,92,50.40000153,40,None,Koeppen-D,Arid,Tundra,2.099999905,28.29999924,E,Autumn,1852046,56423804,10
aus_306,2024-11-01,Australia,Sydney,37.5,62,7.900000095,282,None,Koeppen-D,Arid,Tundra,40.59999847,37.70000076,E,Autumn,8841166,42394440,5
aus_307,2024-11-02,Australia,Sydney,3.5,54,90.5,62,None,Koeppen-A,Arid,Desert,6.199999809,19.10000038,N,Autumn,8970052,18188764,5
aus_308,2024-11-03,Australia,Sydney,21,21,21.10000038,390,None,Koeppen-B,Arid,Grassland,22.10000038,20.79999924,NE,Autumn,2859946,34805620,7
aus_309,2024-11-04,Australia,Sydney,36,42,99.59999847,76,Hurricane,Koeppen-B,Arid,Tundra,38.09999847,10.80000019,S,Autumn,5744036,56541464,10
aus_310,2024-11-05,Australia,Sydney,-5.699999809,67,105.1999969,259,None,Koeppen-A,Arid,Forest,-2.400000095,26.70000076,SE,Autumn,9461797,49740784,2
aus_311,2024-11-06,Australia,Sydney,38.70000076,11,153.1000061,284,None,Koeppen-D,Arid,Tundra,39.20000076,0.400000006,W,Autumn,4140662,23019798,5
aus_312,2024-11-07,Australia,Sydney,6.300000191,79,192.6999969,201,Flood,Koeppen-C,Arid,Wetland,10.19999981,13.39999962,E,Autumn,4760090,11453619,9
aus_313,2024-11-08,Australia,Sydney,34.29999924,19,20,464,None,Koeppen-C,Arid,Tundra,35.20000076,15,SW,Autumn,1271936,52468436,9
aus_314,2024-11-09,Australia,Sydney,21.20000076,82,142.1999969,23,None,Koeppen-B,Arid,Forest,25.29999924,37.29999924,W,Autumn,9620633,71679496,8
aus_315,2024-11-10,Australia,Sydney,3.5,92,32.90000153,213,None,Koeppen-C,Arid,Grassland,8.100000381,37.29999924,S,Autumn,7166887,88856960,9
aus_316,2024-11-11,Australia,Sydney,18.39999962,20,50.20000076,31,None,Koeppen-D,Arid,Wetland,19.39999962,27.89999962,SE,Autumn,1398787,25445824,7
aus_317,2024-11-12,Australia,Sydney,8.600000381,85,198.8000031,368,None,Koeppen-C,Arid,Forest,12.80000019,7.400000095,NE,Autumn,9643012,92324408,10
aus_318,2024-11-13,Australia,Sydney,-1,51,105.9000015,174,None,Koeppen-A,Arid,Wetland,1.600000024,27.39999962,W,Autumn,9531718,56357596,5
aus_319,2024-11-14,Australia,Sydney,15.60000038,83,29.79999924,175,None,Koeppen-A,Arid,Forest,19.79999924,21.39999962,E,Autumn,7712475,95401536,1
aus_320,2024-11-15,Australia,Sydney,10.39999962,70,132.8999939,223,None,Koeppen-C,Arid,Grassland,13.89999962,34,W,Autumn,7546327,75871760,7
aus_321,2024-11-16,Australia,Sydney,12.5,51,7.400000095,472,None,Koeppen-B,Arid,Desert,15.10000038,39.29999924,E,Autumn,4752254,3680164,8
aus_322,2024-11-17,Australia,Sydney,-0.5,99,97.40000153,275,None,Koeppen-C,Arid,Wetland,4.5,35.79999924,SE,Autumn,8281573,54075220,3
aus_323,2024-11-18,Australia,Sydney,4.699999809,98,27.10000038,492,Hurricane,Koeppen-A,Arid,Forest,9.600000381,15.39999962,E,Autumn,7998791,37804552,8
aus_324,2024-11-19,Australia,Sydney,36.09999847,77,81.80000305,282,None,Koeppen-A,Arid,Tundra,40,18,N,Autumn,1247278,17983506,2
aus_325,2024-11-20,Australia,Sydney,42.29999924,12,46.5,305,None,Koeppen-D,Arid,Wetland,42.90000153,10.39999962,W,Autumn,5698095,29043700,9
aus_326,2024-11-21,Australia,Sydney,-6.5,73,85.69999695,396,None,Koeppen-B,Arid,Wetland,-2.799999952,23.10000038,W,Autumn,7132514,47921804,4
aus_327,2024-11-22,Australia,Sydney,6.099999905,78,198,409,None,Koeppen-A,Arid,Tundra,10,35.5,NE,Autumn,4054297,48628468,9
aus_328,2024-11-23,Australia,Sydney,-6.099999905,59,58,91,None,Koeppen-C,Arid,Wetland,-3.099999905,5.099999905,E,Autumn,9561818,26235202,8
aus_329,2024-11-24,Australia,Sydney,26.70000076,38,57.09999847,194,Drought,Koeppen-C,Arid,Tundra,28.60000038,30.39999962,N,Autumn,17560,83234752,1
aus_330,2024-11-25,Australia,Sydney,24.39999962,62,75,69,None,Koeppen-B,Arid,Wetland,27.5,19,E,Autumn,9730209,64228604,10
aus_331,2024-11-26,Australia,Sydney,32.90000153,90,140.8000031,265,None,Koeppen-D,Arid,Wetland,37.40000153,8.800000191,E,Autumn,2538667,83017440,7
aus_332,2024-11-27,Australia,Sydney,-8.399999619,39,6.400000095,491,None,Koeppen-A,Arid,Grassland,-6.5,5.900000095,SW,Autumn,834643,65918244,4
aus_333,2024-11-28,Australia,Sydney,-2.5,42,145.5,94,None,Koeppen-B,Arid,Grassland,-0.400000006,16.70000076,SE,Autumn,3459004,26884326,2
aus_334,2024-11-29,Australia,Sydney,29.5,55,177.6000061,226,None,Koeppen-D,Arid,Grassland,32.20000076,16.29999924,SW,Autumn,5806115,75757856,5
aus_335,2024-11-30,Australia,Sydney,-9.600000381,36,55.40000153,352,None,Koeppen-D,Arid,Forest,-7.800000191,14.30000019,E,Autumn,4451644,63545264,10
aus_336,2024-12-01,Australia,Sydney,7.199999809,10,137.3000031,259,None,Koeppen-A,Arid,Desert,7.699999809,29.60000038,NW,Winter,5633489,76639560,2
aus_589,2025-08-11,Australia,Sydney,26.70000076,77,73.09999847,433,Drought,Koeppen-A,Arid,Grassland,30.60000038,39.70000076,E,Summer,3358507,69130520,8
aus_590,2025-08-12,Australia,Sydney,37.5,35,46.70000076,300,None,Koeppen-B,Arid,Wetland,39.20000076,39.59999847,S,Summer,6888022,93223336,8
aus_591,2025-08-13,Australia,Sydney,2.599999905,67,63.29999924,192,Flood,Koeppen-C,Arid,Grassland,6,33.29999924,S,Summer,8951896,15116716,5
aus_592,2025-08-14,Australia,Sydney,0.699999988,95,183.3999939,37,None,Koeppen-A,Arid,Forest,5.5,22.10000038,NE,Summer,310594,65703968,5
aus_593,2025-08-15,Australia,Sydney,16.5,53,89.40000153,104,None,Koeppen-C,Arid,Grassland,19.10000038,34.09999847,W,Summer,215527,90697408,10
aus_594,2025-08-16,Australia,Sydney,14.5,38,28.29999924,311,None,Koeppen-D,Arid,Wetland,16.39999962,15.10000038,S,Summer,6960134,12859152,4
aus_595,2025-08-17,Australia,Sydney,32.79999924,83,94.5,446,None,Koeppen-A,Arid,Tundra,36.90000153,31.5,NE,Summer,8223300,11020119,7
aus_596,2025-08-18,Australia,Sydney,-3.700000048,76,167.1000061,308,None,Koeppen-A,Arid,Tundra,0.100000001,1.799999952,NW,Summer,2918214,92918344,1
aus_597,2025-08-19,Australia,Sydney,34.90000153,99,78.09999847,282,Heatwave,Koeppen-B,Arid,Tundra,39.90000153,34.5,NW,Summer,7054687,45404928,6
aus_598,2025-08-20,Australia,Sydney,31.39999962,61,192.3999939,124,None,Koeppen-C,Arid,Tundra,34.40000153,22.70000076,S,Summer,6720908,57256608,4
aus_599,2025-08-21,Australia,Sydney,41.70000076,79,85.19999695,370,Heatwave,Koeppen-A,Arid,Desert,45.70000076,35.59999847,NE,Summer,9719193,35843976,6
aus_600,2025-08-22,Australia,Sydney,12.80000019,38,27.20000076,225,Drought,Koeppen-C,Arid,Wetland,14.69999981,13,SW,Summer,9993244,20107062,6
aus_601,2025-08-23,Australia,Sydney,11.10000038,94,18.39999962,234,None,Koeppen-C,Arid,Grassland,15.80000019,31.29999924,W,Summer,4419723,9971989,1
aus_602,2025-08-24,Australia,Sydney,32,37,57.90000153,119,None,Koeppen-B,Arid,Tundra,33.90000153,34,N,Summer,9394293,42550244,5
aus_603,2025-08-25,Australia,Sydney,5.199999809,61,16.20000076,242,None,Koeppen-D,Arid,Desert,8.199999809,23.29999924,W,Summer,8706604,4196378,4
aus_604,2025-08-26,Australia,Sydney,37.29999924,10,196,282,None,Koeppen-D,Arid,Wetland,37.79999924,17.79999924,SE,Summer,4513604,54518140,7
aus_605,2025-08-27,Australia,Sydney,28.89999962,47,142.6000061,471,None,Koeppen-D,Arid,Wetland,31.20000076,34,SW,Summer,7397204,45663144,3
aus_606,2025-08-28,Australia,Sydney,19.70000076,82,132.1999969,389,None,Koeppen-A,Arid,Wetland,23.79999924,39.70000076,SE,Summer,7631562,52898920,9
aus_607,2025-08-29,Australia,Sydney,38.09999847,45,76.80000305,100,None,Koeppen-C,Arid,Wetland,40.40000153,22.60000038,SE,Summer,3619904,9827807,8
aus_608,2025-08-30,Australia,Sydney,-8.800000191,92,154.3000031,350,None,Koeppen-C,Arid,Forest,-4.199999809,29.39999962,SE,Summer,2883166,77014800,4
aus_609,2025-08-31,Australia,Sydney,39.70000076,14,19.70000076,363,None,Koeppen-C,Arid,Forest,40.40000153,38.09999847,S,Summer,2167726,36664744,10
aus_610,2025-09-01,Australia,Sydney,4.599999905,53,144.3999939,489,None,Koeppen-D,Arid,Forest,7.199999809,28.39999962,S,Autumn,531942,91007408,1
aus_611,2025-09-02,Australia,Sydney,-3.700000048,41,27,81,Hurricane,Koeppen-A,Arid,Desert,-1.600000024,9.600000381,S,Autumn,3912347,44470828,3
aus_612,2025-09-03,Australia,Sydney,35.40000153,87,77.30000305,30,None,Koeppen-B,Arid,Wetland,39.79999924,1.799999952,NE,Autumn,1537219,32924278,10
aus_613,2025-09-04,Australia,Sydney,41.5,89,93.30000305,325,None,Koeppen-A,Arid,Tundra,46,30.39999962,NW,Autumn,2010852,78695872,3
aus_614,2025-09-05,Australia,Sydney,15.39999962,91,124.3000031,67,None,Koeppen-A,Arid,Desert,19.89999962,11.19999981,E,Autumn,7837689,40578536,2
aus_615,2025-09-06,Australia,Sydney,42.70000076,69,98.5,348,None,Koeppen-D,Arid,Tundra,46.20000076,5,W,Autumn,1296666,25763166,3
aus_616,2025-09-07,Australia,Sydney,30.39999962,37,77.80000305,319,None,Koeppen-B,Arid,Grassland,32.20000076,14,S,Autumn,7281673,93402640,5
aus_617,2025-09-08,Australia,Sydney,36.09999847,91,100.5,203,None,Koeppen-C,Arid,Wetland,40.59999847,37.79999924,W,Autumn,5549492,86084208,6
aus_618,2025-09-09,Australia,Sydney,21.70000076,83,67.09999847,234,None,Koeppen-A,Arid,Forest,25.89999962,18.10000038,S,Autumn,8336610,77602960,6
aus_619,2025-09-10,Australia,Sydney,23.29999924,65,197.5,440,None,Koeppen-C,Arid,Grassland,26.60000038,19.29999924,W,Autumn,6530470,32254134,4
aus_620,2025-09-11,Australia,Sydney,-9.300000191,69,59.29999924,468,None,Koeppen-C,Arid,Wetland,-5.900000095,31.70000076,NW,Autumn,3387187,79132096,8
aus_621,2025-09-12,Australia,Sydney,14.5,10,51,150,Flood,Koeppen-B,Arid,Wetland,15,13.60000038,NE,Autumn,3393191,24474724,5
aus_622,2025-09-13,Australia,Sydney,35.59999847,59,68.5,91,None,Koeppen-A,Arid,Grassland,38.59999847,32.79999924,S,Autumn,8149362,42591272,5
aus_623,2025-09-14,Australia,Sydney,35.20000076,100,194.8000031,405,None,Koeppen-D,Arid,Desert,40.20000076,8.800000191,W,Autumn,8332616,88860832,10
aus_624,2025-09-15,Australia,Sydney,7.5,49,77.30000305,83,None,Koeppen-D,Arid,Forest,9.899999619,25.60000038,SW,Autumn,5648635,599265.5,7
aus_625,2025-09-16,Australia,Sydney,41.70000076,64,1.200000048,19,Heatwave,Koeppen-A,Arid,Wetland,44.90000153,12.69999981,SE,Autumn,2361496,75691368,2
aus_626,2025-09-17,Australia,Sydney,38.20000076,23,179.1000061,489,None,Koeppen-A,Arid,Grassland,39.40000153,5.400000095,S,Autumn,1359571,48298360,10
aus_627,2025-09-18,Australia,Sydney,34.59999847,24,115.4000015,63,None,Koeppen-A,Arid,Wetland,35.79999924,2.700000048,SE,Autumn,9805502,37806512,4
aus_628,2025-09-19,Australia,Sydney,42.40000153,51,8.899999619,330,Drought,Koeppen-C,Arid,Wetland,44.90000153,33.09999847,W,Autumn,2117011,34624896,4
aus_629,2025-09-20,Australia,Sydney,13.80000019,26,190,256,None,Koeppen-A,Arid,Forest,15.10000038,14.5,NE,Autumn,3971142,53528884,6
aus_630,2025-09-21,Australia,Sydney,27.39999962,39,108.6999969,19,None,Koeppen-A,Arid,Desert,29.29999924,4.199999809,E,Autumn,529222,23080152,8
aus_756,2024-01-25,Australia,Melbourne,1.799999952,74,188,407,None,Koeppen-A,Arid,Grassland,5.5,35.20000076,SW,Winter,9143638,71619632,8
aus_757,2024-01-26,Australia,Melbourne,29.60000038,100,112.3000031,193,Heatwave,Koeppen-D,Arid,Grassland,34.59999847,10.10000038,NW,Winter,7544272,46001532,10
aus_758,2024-01-27,Australia,Melbourne,1.299999952,35,179.8000031,182,None,Koeppen-B,Arid,Forest,3,23.10000038,SE,Winter,8309878,38381480,8
aus_759,2024-01-28,Australia,Melbourne,41,97,77.90000153,105,None,Koeppen-A,Arid,Grassland,45.90000153,4.699999809,S,Winter,896259,29376918,2
aus_760,2024-01-29,Australia,Melbourne,44,24,59.70000076,389,None,Koeppen-D,Arid,Desert,45.20000076,2.900000095,SE,Winter,7022473,95660016,2
aus_761,2024-01-30,Australia,Melbourne,3.200000048,94,5.300000191,130,None,Koeppen-D,Arid,Tundra,7.900000095,39.79999924,S,Winter,2220081,94371608,2
aus_762,2024-01-31,Australia,Melbourne,1.899999976,39,197,89,None,Koeppen-D,Arid,Wetland,3.900000095,38.70000076,SW,Winter,8350108,57235408,10
aus_763,2024-02-01,Australia,Melbourne,12.19999981,73,186.5,12,None,Koeppen-A,Arid,Forest,15.80000019,26.60000038,E,Winter,8040938,60889272,6
aus_764,2024-02-02,Australia,Melbourne,42.59999847,19,16.10000038,451,None,Koeppen-A,Arid,Desert,43.59999847,15.30000019,N,Winter,2934813,5835250,2
aus_765,2024-02-03,Australia,Melbourne,1.399999976,11,119.6999969,79,Heatwave,Koeppen-A,Arid,Desert,1.899999976,28.60000038,NW,Winter,8840996,97553720,4
aus_766,2024-02-04,Australia,Melbourne,34.70000076,80,92.69999695,395,Flood,Koeppen-D,Arid,Desert,38.70000076,2.200000048,W,Winter,2900692,70080432,3
aus_767,2024-02-05,Australia,Melbourne,-2.099999905,24,62.20000076,317,None,Koeppen-C,Arid,Tundra,-0.899999976,36,E,Winter,1653971,86789264,1
aus_768,2024-02-06,Australia,Melbourne,13.69999981,49,23.29999924,329,None,Koeppen-D,Arid,Tundra,16.10000038,16.20000076,SW,Winter,3719655,13900939,3
aus_769,2024-02-07,Australia,Melbourne,32.29999924,60,103.1999969,337,None,Koeppen-A,Arid,Forest,35.29999924,12.80000019,E,Winter,3740453,63780136,1
aus_770,2024-02-08,Australia,Melbourne,-7.400000095,95,3.5,139,None,Koeppen-C,Arid,Forest,-2.700000048,17.29999924,N,Winter,6330227,96242808,5
